frame,global_id,label,x1,y1,x2,y2,cx,cy,Xc,Yc,Zc,Xw,Yw,Zw
14,0,paper sign in hand,1176,372,1226,563,1201.00,467.50,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.43771371245384216,0.7669526934623718,0.2972766160964966
15,0,paper sign in hand,1176,372,1226,563,1201.00,467.50,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.438058078289032,0.7670581936836243,0.2972766160964966
16,0,paper sign in hand,1176,372,1227,562,1201.25,467.25,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4414873421192169,0.7695204615592957,0.2992265224456787
17,0,paper sign in hand,1176,372,1227,562,1201.50,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4413336217403412,0.7698068618774414,0.2992265224456787
18,0,paper sign in hand,1176,372,1226,563,1201.10,467.56,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.4387529492378235,0.7665387988090515,0.2972766160964966
19,0,paper sign in hand,1176,372,1226,563,1201.04,467.56,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.4385705590248108,0.7665998339653015,0.2972766160964966
20,0,paper sign in hand,1176,372,1227,562,1201.17,467.03,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4401065707206726,0.7705689668655396,0.2992265224456787
21,0,paper sign in hand,1176,372,1227,562,1201.29,466.99,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4404589533805847,0.7705549597740173,0.2992265224456787
22,0,paper sign in hand,1176,372,1227,562,1201.37,466.96,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.44067999720573425,0.7705134749412537,0.2992265224456787
23,0,paper sign in hand,1176,372,1226,563,1200.97,467.47,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.43783774971961975,0.767372190952301,0.2972766160964966
24,0,paper sign in hand,1176,372,1226,564,1200.82,467.84,0.4360560722200744,0.21249999999999997,0.7587548420118218,0.435273677110672,0.764222264289856,0.29534703493118286
25,0,paper sign in hand,1176,372,1227,562,1201.62,467.19,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4371758997440338,0.7664769887924194,0.2992265224456787
26,0,paper sign in hand,1176,372,1227,562,1201.57,467.13,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43848270177841187,0.7678737640380859,0.2992265224456787
27,0,paper sign in hand,1176,372,1227,562,1201.49,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4413297772407532,0.7692673802375793,0.2992265224456787
28,0,paper sign in hand,1176,372,1227,562,1201.50,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4414025545120239,0.7697491645812988,0.2992265224456787
29,0,paper sign in hand,1176,372,1226,563,1201.16,467.57,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.43803974986076355,0.7673076391220093,0.2972766160964966
30,0,paper sign in hand,1176,372,1226,564,1201.00,468.00,0.4360560722200744,0.21249999999999997,0.7587548420118218,0.4355045258998871,0.7654357552528381,0.29534703493118286
31,0,paper sign in hand,1176,371,1227,563,1201.53,467.63,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4362880289554596,0.7645648121833801,0.296249121427536
32,0,paper sign in hand,1176,371,1227,563,1201.43,467.39,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43661168217658997,0.762871503829956,0.296249121427536
33,0,paper sign in hand,1176,371,1227,563,1201.38,467.05,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43649807572364807,0.7628995180130005,0.296249121427536
34,0,paper sign in hand,1176,371,1227,563,1201.42,467.01,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4364340007305145,0.7628573179244995,0.296249121427536
35,0,paper sign in hand,1176,371,1227,563,1201.45,467.01,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4364318251609802,0.7628402709960938,0.296249121427536
35,1,black bottle,130,540,173,658,151.50,599.00,-0.6178218545222699,0.5050847457627118,1.2345841497141505,-0.6178218722343445,1.3217235803604126,0.27987581491470337
36,0,paper sign in hand,1176,371,1227,563,1201.47,466.99,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43643561005592346,0.7628355622291565,0.296249121427536
36,1,black bottle,131,515,184,655,154.50,592.00,-0.5143396298760848,0.42142857142857143,1.0405780690447841,-0.5660807490348816,1.2168024778366089,0.2553212344646454
37,0,paper sign in hand,1176,372,1227,562,1201.49,466.99,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.44050151109695435,0.7705907225608826,0.2992265224456787
37,2,paper sign in hand,1121,212,1185,349,1153.00,280.50,0.55882715809085,-0.016058394160583942,1.0633644501187576,0.5588271617889404,0.9128714203834534,0.6455892324447632
38,0,paper sign in hand,1176,372,1227,562,1201.49,466.99,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4406791031360626,0.7704737782478333,0.2992265224456787
38,1,black bottle,135,515,193,650,161.02,581.22,-0.5262036911908239,0.42962962962962964,1.0791179975279244,-0.529663622379303,1.1476521492004395,0.26748883724212646
39,0,paper sign in hand,1177,372,1228,563,1202.18,466.97,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.4402967095375061,0.7668328285217285,0.2972766160964966
39,1,black bottle,137,511,196,648,164.14,578.29,-0.5157985562495467,0.4204379562043796,1.0633644501187576,-0.5186036825180054,1.1296895742416382,0.267572283744812
39,2,paper sign in hand,1121,212,1185,348,1153.00,280.25,0.5629361813121063,-0.017647058823529415,1.0711833063696308,0.5608816742897034,0.9158599376678467,0.6508744955062866
40,0,paper sign in hand,1176,372,1227,562,1201.62,467.18,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4402000606060028,0.7701936364173889,0.2992265224456787
40,1,black bottle,141,515,199,645,166.85,577.90,-0.5395543666137326,0.43846153846153846,1.1206225358943829,-0.545426070690155,1.1865237951278687,0.2805924117565155
41,1,black bottle,144,514,195,641,168.78,576.77,-0.5528872982732277,0.4425196850393701,1.147093934380077,-0.5572164058685303,1.2121539115905762,0.2903136610984802
41,0,paper sign in hand,1176,371,1227,563,1201.58,467.12,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43896910548210144,0.7628745436668396,0.296249121427536
42,1,black bottle,149,511,195,637,171.97,573.96,-0.5543142125089411,0.43968253968253973,1.1561978544942046,-0.558325469493866,1.2182637453079224,0.29732269048690796
42,0,paper sign in hand,1177,372,1228,563,1202.19,467.05,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.4394473433494568,0.76683109998703,0.2972766160964966
43,1,black bottle,154,508,199,632,176.48,569.98,-0.5578388531281822,0.43870967741935485,1.1748462069860466,-0.5537301898002625,1.226520299911499,0.3074893653392792
43,0,paper sign in hand,1177,372,1228,563,1202.39,467.18,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.4394769072532654,0.766810417175293,0.2972766160964966
44,1,black bottle,160,503,198,627,179.89,566.00,-0.5548300135751716,0.4306451612903226,1.1748462069860466,-0.5524112582206726,1.23068106174469,0.314473420381546
44,0,paper sign in hand,1177,372,1228,563,1202.48,467.29,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.43949785828590393,0.7668077945709229,0.2972766160964966
45,1,black bottle,167,493,209,620,188.66,557.22,-0.5311478402114748,0.40944881889763785,1.147093934380077,-0.5506402254104614,1.2098653316497803,0.31895384192466736
45,0,paper sign in hand,1176,371,1227,563,1201.49,467.15,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4373718500137329,0.7657512426376343,0.296249121427536
46,1,black bottle,174,486,210,612,193.66,550.78,-0.53062557094873,0.4,1.1561978544942046,-0.538205623626709,1.2110751867294312,0.331688791513443
46,0,paper sign in hand,1177,372,1228,562,1202.44,467.24,0.4418243343631489,0.2126315789473684,0.7667417350856304,0.44043248891830444,0.7667685151100159,0.2992265224456787
47,0,paper sign in hand,1177,372,1228,562,1202.45,467.15,0.4418243343631489,0.2126315789473684,0.7667417350856304,0.4406488239765167,0.7681629061698914,0.2992265224456787
47,1,black bottle,179,470,232,604,206.59,538.24,-0.4839112162301792,0.36417910447761187,1.087171116912461,-0.531298041343689,1.1673617362976074,0.328197181224823
47,2,paper sign in hand,1121,212,1185,348,1153.00,280.00,0.5629361813121063,-0.017647058823529415,1.0711833063696308,0.5629361867904663,0.91884845495224,0.6508744955062866
48,1,black bottle,186,476,219,597,204.14,538.48,-0.5396018041349753,0.39173553719008264,1.2039746253410726,-0.5137155652046204,1.2175885438919067,0.3627343773841858
48,0,paper sign in hand,1177,372,1228,562,1202.52,467.09,0.4418243343631489,0.2126315789473684,0.7667417350856304,0.4419490396976471,0.7690061330795288,0.2992265224456787
49,1,black bottle,192,468,242,588,216.41,527.38,-0.5260655074483893,0.38,1.2140077472189148,-0.5140233039855957,1.2370041608810425,0.3779142200946808
49,0,paper sign in hand,1177,372,1228,562,1202.53,467.05,0.4418243343631489,0.2126315789473684,0.7667417350856304,0.4422316253185272,0.7696713209152222,0.2992265224456787
50,1,black bottle,197,459,241,581,220.45,521.30,-0.5149949509028529,0.3622950819672131,1.1941059808710637,-0.5198485851287842,1.2175137996673584,0.38329625129699707
50,0,paper sign in hand,1177,371,1228,563,1202.52,467.03,0.43722199754686614,0.21145833333333336,0.7587548420118218,0.43609437346458435,0.7650426030158997,0.296249121427536
51,1,black bottle,203,448,239,574,224.04,513.40,-0.4962770406864238,0.3396825396825397,1.1561978544942046,-0.5191490650177002,1.193590760231018,0.3839252293109894
51,0,paper sign in hand,1177,372,1228,562,1202.51,467.02,0.4418243343631489,0.2126315789473684,0.7667417350856304,0.4420755207538605,0.7700133919715881,0.2992265224456787
52,1,black bottle,208,446,241,565,226.71,507.05,-0.5210804418494683,0.3445378151260504,1.2242094929938636,-0.5219787955284119,1.2072736024856567,0.413726270198822
52,0,paper sign in hand,1177,372,1226,562,1202.01,467.28,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.44126564264297485,0.769894540309906,0.2992265224456787
53,1,black bottle,212,440,263,556,235.01,496.48,-0.5178316623819434,0.33793103448275863,1.255870083329912,-0.5171145796775818,1.2246077060699463,0.43527817726135254
53,0,paper sign in hand,1177,372,1226,562,1201.83,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.44127246737480164,0.7701760530471802,0.2992265224456787
54,1,black bottle,217,432,257,550,237.63,491.38,-0.5096872208238992,0.3220338983050847,1.2345841497141505,-0.5095827579498291,1.2267122268676758,0.4384025037288666
54,0,paper sign in hand,1177,372,1226,562,1201.70,466.95,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.44120171666145325,0.770311176776886,0.2992265224456787
54,2,paper sign in hand,1122,212,1185,349,1153.18,280.50,0.5593718239369424,-0.016058394160583942,1.0633644501187576,0.5591314435005188,0.9130367040634155,0.6455892324447632
55,1,black bottle,222,426,259,542,241.09,484.32,-0.5139720475070471,0.3137931034482759,1.255870083329912,-0.5082123875617981,1.2346374988555908,0.4561822712421417
55,0,paper sign in hand,1177,372,1226,563,1201.70,467.46,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.43985897302627563,0.766606867313385,0.2972766160964966
56,1,black bottle,227,421,273,535,247.08,476.50,-0.5105525641529721,0.30701754385964913,1.277902891809384,-0.5019102692604065,1.2546347379684448,0.47306644916534424
56,0,paper sign in hand,1177,372,1226,562,1201.48,467.01,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43998265266418457,0.7702000737190247,0.2992265224456787
56,2,paper sign in hand,1121,212,1185,348,1153.20,280.06,0.5629361813121063,-0.017647058823529415,1.0711833063696308,0.5631017088890076,0.9187290668487549,0.6508744955062866
57,1,black bottle,233,416,283,528,253.42,469.76,-0.5090096855250372,0.3,1.3007225863059801,-0.5002872943878174,1.2731709480285645,0.49055367708206177
57,0,paper sign in hand,1177,371,1226,563,1201.49,467.01,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4394416809082031,0.7633156180381775,0.296249121427536
58,1,black bottle,239,408,278,522,257.62,464.42,-0.49942513647271497,0.28421052631578947,1.277902891809384,-0.5044646263122559,1.25038480758667,0.49281787872314453
58,0,paper sign in hand,1177,372,1226,562,1201.49,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43818187713623047,0.7679766416549683,0.2992265224456787
58,2,paper sign in hand,1121,212,1185,348,1153.13,280.02,0.5629361813121063,-0.017647058823529415,1.0711833063696308,0.5630444288253784,0.9187716841697693,0.6508744955062866
59,1,black bottle,246,402,282,516,262.63,458.13,-0.4922250362090192,0.2736842105263158,1.277902891809384,-0.5003021955490112,1.247756004333496,0.5019339919090271
59,0,paper sign in hand,1177,372,1226,562,1201.50,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43949437141418457,0.7685334086418152,0.2992265224456787
59,2,paper sign in hand,1121,212,1185,348,1153.08,279.98,0.5629361813121063,-0.017647058823529415,1.0711833063696308,0.5630125403404236,0.9188362956047058,0.6508744955062866
60,1,black bottle,253,398,291,510,268.93,452.02,-0.490354880296371,0.26785714285714285,1.3007225863059801,-0.48997625708580017,1.2600585222244263,0.5183902382850647
60,0,paper sign in hand,1176,372,1227,563,1201.58,467.48,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.4393675923347473,0.7669117450714111,0.2972766160964966
61,1,black bottle,261,392,299,503,276.59,445.09,-0.4840165680951253,0.25765765765765763,1.3124408078042322,-0.4851108491420746,1.2661572694778442,0.5330823063850403
61,0,paper sign in hand,1176,372,1227,562,1201.55,467.00,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43941742181777954,0.7686139345169067,0.2992265224456787
62,1,black bottle,268,384,302,496,283.22,438.60,-0.47303256115546655,0.24285714285714285,1.3007225863059801,-0.4833216369152069,1.2570141553878784,0.5400408506393433
62,0,paper sign in hand,1176,372,1227,562,1201.53,467.01,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43989133834838867,0.7702274322509766,0.2992265224456787
63,0,paper sign in hand,1176,372,1227,563,1201.42,467.48,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.4394413232803345,0.7668101191520691,0.2972766160964966
63,1,black bottle,277,364,323,490,297.08,424.64,-0.4027069065235897,0.20634920634920637,1.1561978544942046,-0.4615391194820404,1.1996479034423828,0.4993952810764313
64,0,paper sign in hand,1177,372,1228,563,1202.50,467.52,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.43949225544929504,0.7668423056602478,0.2972766160964966
64,1,black bottle,284,371,324,483,300.67,424.12,-0.44771532548799087,0.2196428571428571,1.3007225863059801,-0.44132450222969055,1.2177811861038208,0.5601450204849243
65,1,black bottle,290,364,324,474,306.73,418.72,-0.45178546481060894,0.20727272727272725,1.3243720878751797,-0.44736918807029724,1.2287766933441162,0.5826826095581055
65,0,paper sign in hand,1176,371,1227,563,1201.72,467.52,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4363228380680084,0.7629324197769165,0.296249121427536
66,1,black bottle,297,356,330,465,314.19,411.27,-0.4470307454795994,0.1926605504587156,1.3365222905162364,-0.4434727728366852,1.2384058237075806,0.601412296295166
66,0,paper sign in hand,1176,372,1227,562,1201.50,467.34,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4414713382720947,0.7658610343933105,0.2992265224456787
67,1,black bottle,303,348,336,456,320.96,403.64,-0.44287889450278106,0.17777777777777776,1.3488974969099052,-0.4406929314136505,1.2454203367233276,0.6204886436462402
67,0,paper sign in hand,1176,372,1227,563,1201.54,467.48,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.4397909641265869,0.7655821442604065,0.2972766160964966
68,0,paper sign in hand,1176,372,1227,563,1201.51,467.51,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.43910378217697144,0.7658903002738953,0.2972766160964966
68,1,black bottle,308,337,343,447,327.96,394.79,-0.42668627232113066,0.15818181818181817,1.3243720878751797,-0.43543946743011475,1.2388733625411987,0.6251965761184692
69,1,black bottle,313,326,350,437,334.78,385.22,-0.41477530904818377,0.13873873873873874,1.3124408078042322,-0.42858895659446716,1.2271097898483276,0.636069118976593
69,0,paper sign in hand,1177,372,1228,563,1202.15,467.18,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.4391525685787201,0.7662788033485413,0.2972766160964966
70,1,black bottle,318,320,355,428,339.62,377.40,-0.419387658288905,0.1259259259259259,1.3488974969099052,-0.41911581158638,1.2296977043151855,0.6653937101364136
70,0,paper sign in hand,1176,372,1227,562,1201.69,467.28,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43933969736099243,0.7699816226959229,0.2992265224456787
71,1,black bottle,323,312,362,420,345.29,368.85,-0.4110966337428311,0.1111111111111111,1.3488974969099052,-0.41121116280555725,1.2277559041976929,0.678223729133606
71,0,paper sign in hand,1176,371,1227,563,1201.65,467.16,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43914318084716797,0.7633660435676575,0.296249121427536
72,1,black bottle,327,302,367,411,350.44,359.85,-0.4011638849173741,0.09357798165137615,1.3365222905162364,-0.40421393513679504,1.2201951742172241,0.6872202754020691
72,0,paper sign in hand,1176,372,1227,562,1201.56,467.12,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.43866387009620667,0.7665156126022339,0.2992265224456787
73,1,black bottle,331,295,373,402,355.12,351.37,-0.4016885163256741,0.07850467289719627,1.3615040155726148,-0.4020169973373413,1.2198386192321777,0.7127649784088135
73,0,paper sign in hand,1176,372,1227,563,1201.55,467.26,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.4386313855648041,0.7667914628982544,0.2972766160964966
74,1,black bottle,335,280,378,393,360.57,339.56,-0.37441679874880657,0.0584070796460177,1.2892117669581395,-0.3765679895877838,1.1945825815200806,0.6940239071846008
74,0,paper sign in hand,1176,371,1226,563,1201.03,467.21,0.4360560722200744,0.21145833333333336,0.7587548420118218,0.4384215176105499,0.7642653584480286,0.296249121427536
74,2,paper sign in hand,1121,211,1185,349,1153.05,279.98,0.5547776859307714,-0.015942028985507246,1.0556589106251433,0.5603549480438232,0.9064126014709473,0.6416357159614563
75,1,black bottle,337,279,383,385,362.54,333.74,-0.3942147520020045,0.04716981132075471,1.3743483930780167,-0.3963076174259186,1.2042953968048096,0.7463239431381226
75,0,paper sign in hand,1176,372,1227,562,1201.51,467.10,0.4410388688798366,0.2126315789473684,0.7667417350856304,0.4381430745124817,0.7690175175666809,0.2992265224456787
76,1,black bottle,339,270,387,378,365.60,325.59,-0.38276896654374526,0.03333333333333333,1.3488974969099052,-0.3796946406364441,1.1930243968963623,0.7455812096595764
76,0,paper sign in hand,1176,371,1227,563,1201.53,467.06,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43906688690185547,0.7645907998085022,0.296249121427536
77,1,black bottle,340,262,389,370,367.70,317.78,-0.3806962104072268,0.018518518518518517,1.3488974969099052,-0.37597334384918213,1.1850392818450928,0.7584112286567688
77,0,paper sign in hand,1176,371,1227,563,1201.49,467.02,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4383074641227722,0.7635825872421265,0.296249121427536
78,1,black bottle,345,258,391,362,369.86,310.93,-0.39031592478440236,0.0038461538461538464,1.4007781698679787,-0.3964424729347229,1.20589280128479,0.7970582246780396
78,0,paper sign in hand,1176,372,1227,563,1201.64,467.40,0.4387297648542878,0.21256544502617802,0.7627273804516742,0.4376280605792999,0.766215980052948,0.2972766160964966
79,1,black bottle,347,251,392,356,371.52,304.42,-0.3844666525222271,-0.007619047619047619,1.3874374253930455,-0.3838493525981903,1.1990437507629395,0.8003170490264893
79,0,paper sign in hand,1177,372,1228,563,1202.41,467.67,0.4395111179528706,0.21256544502617802,0.7627273804516742,0.438626766204834,0.7660437822341919,0.2972766160964966
80,1,black bottle,348,242,393,349,373.12,296.59,-0.3758856081589207,-0.020560747663551402,1.3615040155726148,-0.3683904707431793,1.1798782348632812,0.7985581159591675
80,0,paper sign in hand,1176,372,1226,563,1201.77,467.21,0.4383390883049963,0.21256544502617802,0.7627273804516742,0.43831610679626465,0.7663266062736511,0.2972766160964966
81,1,black bottle,349,238,393,343,373.49,291.41,-0.3823346747818081,-0.03238095238095238,1.3874374253930455,-0.38007065653800964,1.1878920793533325,0.8217614889144897
81,0,paper sign in hand,1176,371,1226,563,1201.12,466.84,0.4360560722200744,0.21145833333333336,0.7587548420118218,0.4381372630596161,0.7638350129127502,0.296249121427536
82,1,black bottle,349,231,392,337,373.64,284.98,-0.3794316988019294,-0.04339622641509434,1.3743483930780167,-0.3733488917350769,1.1751364469528198,0.8247564435005188
82,0,paper sign in hand,1176,371,1226,563,1201.09,466.91,0.4360560722200744,0.21145833333333336,0.7587548420118218,0.4360266923904419,0.7628996968269348,0.296249121427536
83,1,black bottle,350,227,392,329,373.69,278.68,-0.3935798122753907,-0.060784313725490195,1.428244408492841,-0.3926284909248352,1.2070578336715698,0.8667629361152649
83,0,paper sign in hand,1176,371,1227,563,1201.43,467.09,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43627142906188965,0.7629852294921875,0.296249121427536
84,1,black bottle,350,222,392,325,373.34,273.98,-0.38975864904941604,-0.06796116504854369,1.4143779579249494,-0.3888145685195923,1.1911656856536865,0.8660450577735901
84,0,paper sign in hand,1176,372,1226,564,1200.82,467.64,0.4360560722200744,0.21249999999999997,0.7587548420118218,0.4362216889858246,0.7631326913833618,0.29534703493118286
85,1,black bottle,350,219,391,321,372.70,270.35,-0.3943113732647502,-0.07647058823529412,1.428244408492841,-0.3937441110610962,1.1989885568618774,0.8803476691246033
85,0,paper sign in hand,1176,372,1226,564,1200.88,467.77,0.4360560722200744,0.21249999999999997,0.7587548420118218,0.4361429512500763,0.7631973624229431,0.29534703493118286
86,1,black bottle,350,214,388,316,371.72,265.26,-0.39650605623282853,-0.08627450980392157,1.428244408492841,-0.3945421576499939,1.1938591003417969,0.8888381123542786
86,0,paper sign in hand,1176,372,1226,564,1200.88,467.95,0.4360560722200744,0.21249999999999997,0.7587548420118218,0.43602749705314636,0.7633089423179626,0.29534703493118286
87,1,black bottle,349,210,386,314,370.33,262.13,-0.3910334172931972,-0.08846153846153847,1.4007781698679787,-0.3991314172744751,1.1726609468460083,0.876999020576477
87,0,paper sign in hand,1176,372,1226,564,1200.92,468.00,0.4360560722200744,0.21249999999999997,0.7587548420118218,0.4360307455062866,0.7633333802223206,0.29534703493118286
88,1,black bottle,348,205,384,310,368.71,257.41,-0.38944126724987144,-0.09523809523809523,1.3874374253930455,-0.3958868086338043,1.154015302658081,0.876197338104248
88,0,paper sign in hand,1176,371,1227,563,1201.11,467.01,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4363752007484436,0.76279217004776,0.296249121427536
89,1,black bottle,348,200,382,307,367.14,253.29,-0.38355674301930687,-0.09906542056074766,1.3615040155726148,-0.3945717215538025,1.1320247650146484,0.8665452003479004
89,0,paper sign in hand,1176,371,1226,563,1201.07,467.02,0.4360560722200744,0.21145833333333336,0.7587548420118218,0.43615278601646423,0.7629219889640808,0.296249121427536
90,1,black bottle,347,198,382,305,365.99,251.26,-0.3842541189157056,-0.10280373831775702,1.3615040155726148,-0.39106878638267517,1.1302168369293213,0.8697826266288757
90,0,paper sign in hand,1176,371,1227,563,1201.24,466.94,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4363888204097748,0.7627685070037842,0.296249121427536
91,1,black bottle,346,196,381,304,364.86,249.69,-0.38207804783157245,-0.10370370370370369,1.3488974969099052,-0.38708364963531494,1.1158844232559204,0.8642587661743164
91,0,paper sign in hand,1176,371,1227,563,1201.35,467.04,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43639957904815674,0.7628079056739807,0.296249121427536
92,1,black bottle,346,198,380,304,364.34,250.59,-0.38999102251626877,-0.10566037735849057,1.3743483930780167,-0.38872283697128296,1.1374465227127075,0.8786787986755371
92,0,paper sign in hand,1176,371,1227,563,1201.42,467.05,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43641552329063416,0.7628304362297058,0.296249121427536
93,1,black bottle,346,199,380,304,363.94,251.06,-0.39370522273070946,-0.10666666666666667,1.3874374253930455,-0.3915185332298279,1.148537039756775,0.8860948085784912
93,0,paper sign in hand,1176,371,1226,563,1201.16,466.88,0.4360560722200744,0.21145833333333336,0.7587548420118218,0.4362882971763611,0.7628483772277832,0.296249121427536
94,1,black bottle,345,197,378,305,362.49,250.25,-0.38484172268026373,-0.10185185185185185,1.3488974969099052,-0.3878255784511566,1.1170563697814941,0.8626550436019897
94,0,paper sign in hand,1176,371,1227,563,1201.45,467.06,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43635451793670654,0.762803316116333,0.296249121427536
95,1,black bottle,345,196,378,306,362.06,250.43,-0.3778446004497135,-0.09818181818181816,1.3243720878751797,-0.3818686604499817,1.0970999002456665,0.8472139835357666
95,0,paper sign in hand,1176,371,1227,563,1201.47,467.05,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.4363948106765747,0.7628440260887146,0.296249121427536
96,1,black bottle,345,196,378,307,361.89,250.82,-0.3744405950402567,-0.09549549549549549,1.3124408078042322,-0.37747377157211304,1.0879853963851929,0.8389219045639038
96,0,paper sign in hand,1176,371,1227,563,1201.50,467.03,0.43644471399567164,0.21145833333333336,0.7587548420118218,0.43642282485961914,0.7628505229949951,0.296249121427536
97,1,black bottle,345,196,378,308,361.67,251.22,-0.3710973754416829,-0.09285714285714286,1.3007225863059801,-0.3726428151130676,1.079344391822815,0.8307779431343079
